age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,past_failures,school_support,family_support,paid_classes,activities,nursery,higher_education_goal,internet_access,romantic_relationship,family_relations,free_time,go_out,workday_alcohol,weekend_alcohol,health_status,absences,attendance_rate,grade_period1,grade_period2,final_grade,passed,parent_edu_avg,alcohol_total,support_score,academic_history,grade_improvement,absence_category,study_efficiency,at_risk_score
16,1,0,0,1,3.0,1.0,0,2,1,2,2,2,3,0,0,0,0,0,1,1,0,4,5,2,4,1,2.0,4,89.4,6,2,2,0,2.0,5,0,4.0,-4,1,0.6666666666666666,11
20,1,1,0,1,1.0,4.0,0,3,2,1,1,3,0,0,1,1,0,0,1,1,0,4,4,4,1,2,4.0,1,100.0,14,17,19,1,2.5,3,1,15.5,3,0,0.6,3
17,0,1,0,1,3.0,3.0,0,0,0,1,1,3,2,0,1,1,0,0,1,1,0,5,4,5,1,3,5.0,0,93.7,10,11,12,1,3.0,4,1,10.5,1,0,0.5,8
15,0,1,0,0,3.0,3.0,3,1,1,1,4,3,0,0,1,1,1,0,1,0,0,4,4,3,5,2,5.0,0,100.0,10,13,11,1,3.0,7,1,11.5,3,0,0.75,7
21,0,1,0,0,3.0,2.0,3,0,1,1,3,2,0,0,0,1,1,1,1,1,1,1,5,5,2,2,4.0,5,88.2,12,13,14,1,2.5,4,0,12.5,1,1,0.3333333333333333,5
17,0,1,1,1,4.0,0.0,2,1,0,0,3,3,0,1,0,0,1,0,0,1,0,2,5,4,1,2,3.0,2,100.0,14,16,17,1,2.0,3,1,15.0,2,0,0.6,3
18,1,1,0,1,2.0,2.0,2,0,2,2,2,4,0,0,1,0,1,1,1,1,0,1,4,2,4,3,4.0,5,81.2,18,19,18,1,2.0,7,1,18.5,1,1,1.3333333333333333,8
16,1,0,0,1,2.0,3.0,3,2,0,2,2,1,0,0,0,0,0,1,1,1,0,4,1,5,5,5,3.0,0,93.5,11,13,12,1,2.5,10,0,12.0,2,0,0.16666666666666666,10
21,1,1,0,1,4.0,1.0,4,3,3,2,1,2,1,0,1,0,1,1,0,0,1,4,4,2,2,2,3.0,1,92.4,6,9,8,0,2.5,4,1,7.5,3,0,0.6666666666666666,6
16,1,1,0,1,4.0,4.0,4,3,0,1,1,4,0,0,0,0,0,0,1,1,0,4,5,1,1,1,4.0,2,84.9,18,20,20,1,4.0,2,0,19.0,2,0,2.0,2
19,1,1,0,0,2.0,2.0,4,2,3,2,1,3,0,0,0,1,1,0,1,1,0,4,4,5,3,1,5.0,3,88.3,12,15,17,1,2.0,4,0,13.5,3,1,0.5,4
16,0,0,0,1,3.0,2.0,0,1,2,1,2,2,0,1,1,0,1,1,1,1,1,5,5,1,4,2,1.0,0,95.3,13,15,16,1,2.5,6,2,14.0,2,0,1.0,6
19,1,1,1,1,2.0,2.0,4,2,0,0,1,2,0,1,0,0,0,0,1,1,1,2,4,5,4,2,1.0,7,82.4,11,10,12,1,2.0,6,1,10.5,-1,1,0.3333333333333333,7
20,1,0,0,1,1.0,0.0,3,1,0,1,3,2,0,1,1,0,0,1,1,1,1,5,1,3,2,2,4.0,4,90.3,17,18,16,1,0.5,4,2,17.5,1,1,0.5,4
21,1,1,0,0,2.0,4.0,2,4,3,1,1,2,0,0,1,1,1,1,1,1,1,5,1,2,4,1,2.0,0,92.6,14,17,16,1,3.0,5,1,15.5,3,0,0.6666666666666666,5
21,0,1,1,1,,4.0,3,3,0,2,1,2,0,1,1,1,0,1,0,1,0,4,5,1,2,4,4.0,0,100.0,14,14,14,1,,6,2,14.0,0,0,1.0,6
15,0,1,0,1,4.0,3.0,2,2,3,2,1,2,0,0,0,0,0,0,1,0,1,1,5,4,4,5,1.0,4,93.0,13,17,14,1,3.5,9,0,15.0,4,1,0.4,9
18,0,1,0,1,3.0,2.0,2,3,1,0,1,3,1,1,1,0,1,0,1,1,0,1,2,5,1,4,,6,89.7,10,10,9,0,2.5,5,2,10.0,0,1,0.5,8
19,0,1,0,1,2.0,2.0,1,2,3,0,1,3,1,0,0,0,1,1,1,1,0,3,3,1,2,1,5.0,1,100.0,16,17,17,1,2.0,3,0,16.5,1,0,1.5,5
15,1,1,1,1,0.0,3.0,2,3,2,1,1,3,0,0,1,1,1,0,1,1,1,2,2,5,4,1,1.0,1,92.7,13,16,17,1,1.5,5,1,14.5,3,0,0.5,5
16,1,0,1,1,4.0,4.0,2,4,0,0,1,1,3,0,0,0,1,0,1,1,0,3,5,5,1,3,1.0,2,92.2,5,2,0,0,4.0,4,0,3.5,-3,0,0.16666666666666666,10
16,0,1,0,0,2.0,2.0,3,2,1,0,2,3,1,0,0,1,0,1,1,1,0,5,5,5,1,4,1.0,3,94.5,13,14,11,1,2.0,5,0,13.5,1,1,0.5,7
15,0,1,1,1,3.0,3.0,1,1,2,1,2,2,0,0,1,0,0,0,1,1,0,3,4,1,1,2,5.0,3,99.0,18,19,20,1,3.0,3,1,18.5,1,1,1.0,3
21,1,1,0,1,2.0,3.0,0,2,3,1,1,2,0,0,1,0,1,1,1,1,0,3,2,1,2,2,1.0,4,91.7,15,17,18,1,2.5,4,1,16.0,2,1,1.0,4
16,1,1,0,1,3.0,2.0,2,1,1,1,2,4,0,1,0,1,1,0,1,0,0,3,3,5,2,1,2.0,0,100.0,15,15,20,1,2.5,3,1,15.0,0,0,0.6666666666666666,3
20,0,1,1,1,2.0,3.0,0,3,3,0,2,2,0,1,1,1,0,0,1,0,0,2,2,4,4,3,1.0,2,91.7,12,14,14,1,2.5,7,2,13.0,2,0,0.4,7
20,0,1,1,1,1.0,1.0,1,2,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,3,4,4.0,2,88.5,10,12,9,0,1.0,7,1,11.0,2,0,0.3333333333333333,9
15,0,1,0,1,2.0,4.0,0,2,3,1,3,1,1,0,1,0,0,0,1,1,0,1,1,5,3,3,2.0,8,85.9,10,12,9,0,3.0,6,1,11.0,2,2,0.16666666666666666,9
19,0,1,0,1,2.0,2.0,3,3,3,1,2,2,1,1,0,1,1,0,1,1,1,3,2,4,5,5,3.0,7,80.7,9,11,12,1,2.0,10,1,10.0,2,1,0.4,13
19,1,1,0,0,3.0,3.0,0,2,0,0,1,3,0,0,0,0,0,0,1,1,0,2,2,2,3,3,1.0,4,90.4,14,15,18,1,3.0,6,0,14.5,1,1,1.0,6
15,1,1,0,1,,1.0,2,3,3,0,4,4,0,0,0,0,1,0,1,1,0,1,5,5,3,5,3.0,6,93.6,15,19,19,1,,8,0,17.0,4,1,0.6666666666666666,9
19,1,1,1,1,2.0,4.0,3,2,0,0,3,3,0,1,0,0,1,0,1,1,0,4,4,2,4,4,3.0,4,88.3,11,11,13,1,3.0,8,1,11.0,0,1,1.0,8
21,0,1,0,0,0.0,2.0,2,2,1,1,4,3,0,0,0,0,1,1,1,0,1,1,1,5,2,2,5.0,3,93.0,16,18,16,1,1.0,4,0,17.0,2,1,0.5,4
21,0,0,0,1,3.0,4.0,2,3,0,1,2,3,0,0,1,1,1,1,1,1,0,1,3,1,3,5,4.0,0,97.8,16,16,18,1,3.5,8,1,16.0,0,0,1.5,8
19,1,1,0,1,3.0,4.0,0,3,0,1,1,4,0,0,0,0,0,0,1,1,0,2,4,5,5,2,4.0,2,88.6,12,17,15,1,3.5,7,0,14.5,5,0,0.6666666666666666,7
20,1,1,0,1,4.0,4.0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2,5,4,3,3.0,7,84.3,9,11,9,0,4.0,7,1,10.0,2,1,0.16666666666666666,8
19,1,1,0,1,3.0,3.0,2,3,3,1,2,4,0,0,1,0,1,1,1,1,1,1,1,5,1,3,5.0,4,80.3,18,17,20,1,3.0,4,1,17.5,-1,1,0.6666666666666666,4
21,1,0,1,0,3.0,3.0,2,3,0,1,4,2,1,0,1,0,0,1,0,1,0,4,2,5,1,4,2.0,2,100.0,14,14,13,1,3.0,5,1,14.0,0,0,0.3333333333333333,7
17,0,0,0,1,3.0,2.0,4,2,1,0,2,4,0,0,1,1,0,1,0,1,0,4,1,4,5,2,1.0,0,89.9,14,15,14,1,2.5,7,1,14.5,1,0,0.8,7
18,1,1,1,1,4.0,2.0,3,2,2,1,3,1,1,0,0,1,1,0,1,1,1,3,3,3,2,4,2.0,3,91.3,12,11,11,1,3.0,6,0,11.5,-1,1,0.25,8
16,1,0,1,1,4.0,3.0,1,4,1,0,1,3,3,0,0,1,0,1,1,1,0,3,4,4,1,5,1.0,1,95.0,7,6,5,0,3.5,6,0,6.5,-1,0,0.6,12
17,1,1,0,1,2.0,2.0,2,0,1,1,1,3,1,0,1,1,1,1,1,0,1,1,3,4,2,3,3.0,0,100.0,16,18,18,1,2.0,5,1,17.0,2,0,0.6,7
19,1,1,0,1,2.0,4.0,2,0,0,0,3,4,1,0,0,0,0,1,1,1,1,1,3,1,3,3,5.0,0,96.6,14,18,18,1,3.0,6,0,16.0,4,0,2.0,8
20,1,0,0,1,2.0,1.0,4,2,0,1,2,3,0,0,0,1,0,0,1,1,0,1,4,5,3,3,5.0,1,89.7,13,13,17,1,1.5,6,0,13.0,0,0,0.5,6
15,1,0,0,0,3.0,3.0,2,3,1,1,4,2,0,0,1,1,0,1,0,1,0,4,4,4,3,3,4.0,17,51.1,10,12,9,0,3.0,6,1,11.0,2,3,0.4,9
19,1,1,0,0,4.0,3.0,1,0,2,1,2,2,1,0,0,0,1,0,1,1,0,5,3,2,1,3,4.0,4,79.6,16,15,18,1,3.5,4,0,15.5,-1,1,0.6666666666666666,6
20,0,1,1,1,3.0,3.0,2,3,2,0,1,2,1,0,1,1,1,0,1,1,1,3,2,5,1,5,2.0,0,100.0,12,10,10,1,3.0,6,1,11.0,-2,0,0.3333333333333333,8
18,0,1,0,1,1.0,3.0,3,3,0,2,2,1,0,0,1,1,0,1,1,1,0,3,4,1,2,5,4.0,4,99.4,14,14,14,1,2.0,7,1,14.0,0,1,0.5,7
19,0,1,0,0,,1.0,3,4,3,1,3,2,1,0,1,0,0,0,1,1,1,5,3,1,2,4,1.0,1,100.0,11,13,12,1,,6,1,12.0,2,0,1.0,8
21,0,0,0,1,4.0,3.0,1,3,0,0,2,2,0,0,1,1,1,1,1,1,0,1,3,2,5,1,5.0,2,95.4,14,14,17,1,3.5,6,1,14.0,0,0,0.6666666666666666,6
15,1,1,0,1,2.0,2.0,1,4,3,0,1,2,0,1,0,0,0,1,1,0,0,3,3,1,3,3,5.0,4,91.9,11,14,13,1,2.0,6,1,12.5,3,1,1.0,6
20,0,1,1,1,3.0,4.0,0,0,3,2,1,4,0,0,1,1,0,1,1,1,0,4,2,5,4,3,3.0,4,88.4,13,14,16,1,3.5,7,1,13.5,1,1,0.6666666666666666,7
20,0,1,0,0,3.0,4.0,0,3,2,0,2,4,0,0,0,0,0,0,0,1,0,5,5,3,4,1,3.0,0,97.4,16,20,20,1,3.5,5,0,18.0,4,0,1.0,5
20,1,1,0,0,4.0,4.0,4,0,2,1,1,1,0,0,1,0,1,0,1,1,0,4,5,3,3,4,2.0,5,90.2,12,13,13,1,4.0,7,1,12.5,1,1,0.25,8
18,1,1,1,1,4.0,0.0,4,1,2,0,2,1,0,1,0,1,0,0,1,1,0,1,4,4,5,5,3.0,7,76.0,8,8,6,0,2.0,10,1,8.0,0,1,0.2,11
19,0,1,0,1,3.0,2.0,4,2,3,1,1,2,0,0,1,0,0,1,1,1,0,3,5,1,2,3,1.0,0,100.0,18,20,18,1,2.5,5,1,19.0,2,0,1.0,5
18,0,0,0,1,3.0,2.0,2,2,1,1,1,2,1,0,1,0,1,1,1,0,0,4,1,5,1,4,4.0,1,97.4,9,15,12,1,2.5,5,1,12.0,6,0,0.3333333333333333,7
16,1,0,0,1,4.0,0.0,0,3,3,1,3,1,0,0,0,1,0,1,1,1,0,5,4,2,5,1,4.0,8,83.5,15,18,11,1,2.0,6,0,16.5,3,2,0.3333333333333333,7
16,0,1,0,1,3.0,2.0,4,3,3,2,2,2,0,0,0,1,1,1,1,1,0,1,4,2,5,5,2.0,12,72.7,14,15,13,1,2.5,10,0,14.5,1,2,0.6666666666666666,12
19,1,0,1,0,2.0,3.0,0,2,3,2,3,2,0,1,0,1,1,1,1,1,0,3,3,5,3,5,4.0,1,91.6,17,20,20,1,2.5,8,1,18.5,3,0,0.3333333333333333,8
21,1,0,1,1,4.0,2.0,4,4,3,0,1,2,0,1,1,0,1,0,1,1,0,3,1,5,2,4,5.0,0,100.0,12,18,17,1,3.0,6,2,15.0,6,0,0.3333333333333333,6
18,1,0,1,0,2.0,3.0,2,3,0,2,4,2,0,0,0,0,0,1,1,0,1,1,5,2,4,2,4.0,8,87.8,13,14,15,1,2.5,6,0,13.5,1,2,0.6666666666666666,7
15,1,1,0,1,3.0,4.0,2,3,0,0,1,2,0,0,1,1,1,1,1,1,0,1,4,1,4,2,3.0,0,100.0,15,17,17,1,3.5,6,1,16.0,2,0,1.0,6
20,0,1,1,1,4.0,3.0,0,2,0,1,1,3,2,1,1,1,0,1,1,1,1,1,1,4,4,2,5.0,1,93.1,12,11,13,1,3.5,6,2,11.5,-1,0,0.6,10
20,1,1,1,1,4.0,2.0,2,2,0,1,3,3,0,0,1,0,0,1,0,1,0,4,2,4,5,1,3.0,0,100.0,11,13,14,1,3.0,6,1,12.0,2,0,0.6,6
19,1,1,0,1,3.0,2.0,2,0,1,1,2,2,0,0,1,1,1,0,1,0,1,2,2,4,1,2,3.0,2,97.4,16,17,18,1,2.5,3,1,16.5,1,0,0.4,3
21,0,1,0,1,2.0,3.0,2,3,1,1,1,1,1,1,0,0,1,1,1,0,0,3,3,5,2,4,,0,90.7,10,9,7,0,2.5,6,1,9.5,-1,0,0.16666666666666666,8
16,1,1,0,0,3.0,2.0,0,2,0,1,4,2,2,0,0,0,0,1,1,1,0,4,1,2,1,5,2.0,0,99.0,9,11,9,0,2.5,6,0,10.0,2,0,0.6666666666666666,10
16,0,1,1,0,2.0,3.0,3,2,3,1,2,1,0,1,1,0,0,0,1,1,0,5,4,2,4,4,5.0,1,100.0,8,6,12,1,2.5,8,2,7.0,-2,0,0.3333333333333333,8
20,0,0,1,1,2.0,2.0,1,2,0,0,4,2,0,0,1,0,0,1,1,0,0,3,2,2,1,4,4.0,0,99.7,16,17,15,1,2.0,5,1,16.5,1,0,0.6666666666666666,5
19,0,1,1,1,4.0,4.0,3,1,1,0,2,1,0,0,0,0,1,0,0,1,0,2,2,2,5,3,1.0,1,100.0,10,11,10,1,4.0,8,0,10.5,1,0,0.3333333333333333,8
18,1,1,0,0,2.0,4.0,0,1,3,0,2,2,0,0,0,1,1,1,1,1,0,5,5,2,3,1,4.0,0,97.2,12,13,14,1,3.0,4,0,12.5,1,0,0.6666666666666666,4
16,0,0,0,1,3.0,3.0,1,2,0,2,1,2,0,1,0,0,1,1,1,1,0,3,5,3,1,5,5.0,0,100.0,13,16,15,1,3.0,6,1,14.5,3,0,0.5,6
18,0,0,0,1,3.0,2.0,1,0,2,1,1,3,1,0,0,1,1,1,1,1,0,2,1,5,1,3,1.0,8,86.3,13,16,13,1,2.5,4,0,14.5,3,2,0.5,7
21,1,0,1,1,4.0,2.0,3,4,2,0,2,1,0,0,0,1,1,1,1,1,1,1,5,5,1,1,3.0,3,95.1,12,13,16,1,3.0,2,0,12.5,1,1,0.16666666666666666,2
16,0,0,0,0,3.0,4.0,1,4,3,1,2,2,0,1,1,1,0,0,0,0,0,2,1,3,4,5,3.0,7,83.9,11,14,11,1,3.5,9,2,12.5,3,1,0.5,10
16,0,1,1,1,1.0,3.0,0,2,3,1,1,1,0,0,1,0,0,0,1,1,0,3,4,4,1,3,1.0,2,95.6,13,14,16,1,2.0,4,1,13.5,1,0,0.2,4
17,0,0,0,1,1.0,2.0,2,2,0,2,1,1,3,0,0,0,1,1,1,1,0,2,4,1,2,2,3.0,7,82.2,2,2,0,0,1.5,4,0,2.0,0,1,0.5,11
16,0,1,0,0,3.0,2.0,2,3,3,1,1,3,0,1,1,1,0,1,1,1,0,3,4,5,5,4,4.0,5,83.9,14,19,17,1,2.5,9,2,16.5,5,1,0.5,10
15,0,1,0,1,,2.0,0,2,3,1,3,3,0,0,0,0,0,0,1,1,0,3,5,5,2,2,2.0,18,53.4,14,18,17,1,,4,0,16.0,4,3,0.5,7
19,1,1,1,1,3.0,4.0,0,2,2,1,2,1,0,0,1,1,0,1,1,1,0,2,5,3,2,5,4.0,2,96.0,18,20,19,1,3.5,7,1,19.0,2,0,0.25,7
19,0,1,1,1,3.0,2.0,3,2,0,0,2,3,0,0,1,0,1,0,0,0,0,2,3,5,4,3,3.0,3,82.6,13,17,15,1,2.5,7,1,15.0,4,1,0.5,7
18,0,1,0,0,1.0,3.0,1,3,2,2,4,3,1,1,1,0,0,1,1,1,0,5,2,5,1,3,2.0,0,100.0,13,11,12,1,2.0,4,2,12.0,-2,0,0.5,6
21,1,1,1,1,3.0,3.0,2,1,1,1,2,2,0,0,0,1,0,1,1,0,0,5,4,4,5,3,4.0,8,77.5,7,11,9,0,3.0,8,0,9.0,4,2,0.4,9
16,1,0,1,0,3.0,3.0,1,3,3,0,4,2,0,1,0,1,1,1,1,1,1,4,5,3,5,4,3.0,1,91.6,14,14,15,1,3.0,9,1,14.0,0,0,0.5,9
15,1,1,1,1,2.0,4.0,4,3,0,1,1,4,0,0,1,0,0,1,1,1,1,3,2,5,5,3,4.0,7,92.5,18,20,19,1,3.0,8,1,19.0,2,1,0.6666666666666666,9
18,0,1,1,1,2.0,4.0,2,0,1,1,1,2,1,1,0,0,1,0,1,1,0,5,4,2,1,1,3.0,0,100.0,11,11,11,1,3.0,2,1,11.0,0,0,0.6666666666666666,4
17,1,0,0,0,2.0,3.0,1,1,0,1,1,2,0,0,0,1,0,1,1,1,0,4,4,3,5,1,5.0,2,100.0,8,8,10,1,2.5,6,0,8.0,0,0,0.5,6
18,0,1,0,1,2.0,0.0,3,2,1,0,2,2,3,0,0,0,1,1,1,1,0,3,2,4,5,1,1.0,0,96.7,2,2,0,0,1.0,6,0,2.0,0,0,0.4,12
18,0,1,1,1,3.0,3.0,4,3,0,1,3,3,0,0,1,0,0,1,1,1,0,4,2,1,3,2,3.0,1,100.0,17,18,18,1,3.0,5,1,17.5,1,0,1.5,5
16,1,1,0,1,2.0,3.0,4,3,0,0,2,4,0,0,0,0,1,1,1,1,0,5,5,5,3,5,4.0,0,100.0,14,18,20,1,2.5,8,0,16.0,4,0,0.6666666666666666,8
17,1,1,0,1,2.0,3.0,1,3,1,1,1,3,0,0,1,0,1,0,1,1,0,4,2,2,5,2,3.0,1,95.9,12,15,16,1,2.5,7,1,13.5,3,0,1.0,7
18,0,1,0,1,2.0,3.0,4,0,3,1,2,3,0,0,0,1,1,1,1,0,0,2,2,2,2,2,3.0,2,86.5,15,18,17,1,2.5,4,0,16.5,3,0,1.0,4
15,1,0,0,1,4.0,2.0,0,3,0,0,2,4,1,0,0,0,1,1,1,1,1,4,5,1,1,4,4.0,5,92.8,15,17,17,1,3.0,5,0,16.0,2,1,2.0,8
15,0,1,0,1,4.0,3.0,2,2,0,1,1,3,1,0,1,1,0,1,1,1,1,1,4,3,2,2,4.0,1,96.5,17,19,20,1,3.5,4,1,18.0,2,0,0.75,6
19,1,1,1,0,2.0,,3,3,3,1,2,3,0,0,0,1,1,1,1,1,1,1,2,4,2,4,2.0,2,100.0,13,16,14,1,,6,0,14.5,3,0,0.6,6
17,1,0,0,1,,4.0,2,2,2,1,3,4,0,1,1,1,1,1,1,1,0,4,3,5,1,1,3.0,0,98.3,17,19,20,1,,2,2,18.0,2,0,0.6666666666666666,2
17,1,0,0,0,2.0,2.0,1,2,3,0,3,1,0,1,1,0,1,1,1,1,1,1,1,5,1,1,5.0,7,82.1,6,7,8,0,2.0,2,2,6.5,1,1,0.16666666666666666,3
19,0,1,0,1,3.0,3.0,3,4,3,0,2,3,2,0,1,0,1,1,0,1,0,4,2,5,4,2,1.0,1,99.3,6,6,6,0,3.0,6,1,6.0,0,0,0.5,10
18,1,1,0,1,0.0,1.0,1,0,1,1,1,3,0,0,1,1,0,0,1,1,0,4,2,2,4,2,3.0,0,100.0,14,16,19,1,0.5,6,1,15.0,2,0,1.0,6
17,0,1,0,1,3.0,,0,2,2,1,1,4,0,0,0,0,1,1,1,0,1,4,1,3,4,1,4.0,1,93.5,14,19,17,1,,5,0,16.5,5,0,1.0,5
15,0,1,0,1,3.0,3.0,3,4,1,1,2,4,0,1,1,1,0,0,1,1,1,1,3,1,5,3,2.0,1,95.4,10,16,16,1,3.0,8,2,13.0,6,0,2.0,8
15,0,1,1,1,4.0,2.0,0,3,3,1,2,3,0,1,1,0,1,0,1,0,1,3,4,3,5,1,3.0,4,87.3,15,19,15,1,3.0,6,2,17.0,4,1,0.75,6
16,0,1,0,0,2.0,4.0,2,2,0,0,1,4,1,0,0,1,0,0,1,1,0,4,3,4,5,3,5.0,11,69.3,12,15,16,1,3.0,8,0,13.5,3,2,0.8,12
17,1,0,0,0,4.0,3.0,0,3,1,0,1,2,1,0,0,1,0,0,0,1,0,4,1,4,4,1,4.0,0,99.7,7,9,5,0,3.5,5,0,8.0,2,0,0.4,7
18,0,1,0,0,4.0,3.0,0,3,3,0,4,1,0,0,0,0,1,0,0,1,0,2,2,1,1,5,5.0,0,100.0,15,16,16,1,3.5,6,0,15.5,1,0,0.5,6
19,0,1,1,1,2.0,2.0,2,2,1,1,3,1,0,0,0,0,1,1,1,1,1,2,4,2,5,4,5.0,3,90.6,7,9,10,1,2.0,9,0,8.0,2,1,0.3333333333333333,9
19,1,1,0,0,3.0,3.0,3,3,0,0,2,2,0,0,1,0,1,0,1,1,1,5,3,1,1,4,1.0,6,94.4,13,14,15,1,3.0,5,1,13.5,1,1,1.0,6
18,0,1,1,1,2.0,3.0,3,4,0,0,1,2,3,0,0,0,1,1,0,1,0,1,3,4,4,5,1.0,2,100.0,7,5,1,0,2.5,9,0,6.0,-2,0,0.4,15
21,1,1,1,1,2.0,3.0,0,2,2,0,1,2,0,0,1,0,1,0,1,0,0,3,4,2,1,3,3.0,0,99.5,17,18,19,1,2.5,4,1,17.5,1,0,0.6666666666666666,4
20,0,1,0,0,2.0,3.0,0,2,2,0,1,2,0,0,0,1,1,0,1,1,0,4,3,3,5,2,1.0,1,93.8,14,14,14,1,2.5,7,0,14.0,0,0,0.5,7
16,1,0,1,1,3.0,3.0,1,3,0,0,2,4,0,1,0,0,0,1,1,1,1,4,1,4,1,2,3.0,3,96.2,15,17,16,1,3.0,3,1,16.0,2,1,0.8,3
19,0,1,0,1,3.0,2.0,3,3,0,0,1,2,0,0,0,0,1,1,1,0,0,1,4,2,4,4,3.0,1,100.0,14,14,11,1,2.5,8,0,14.0,0,0,0.6666666666666666,8
17,1,1,1,1,4.0,2.0,3,2,3,1,3,3,0,0,0,0,1,0,1,1,0,5,1,2,5,2,4.0,5,92.7,15,19,20,1,3.0,7,0,17.0,4,1,1.0,8
16,0,1,0,1,2.0,0.0,3,2,3,0,4,4,0,0,1,0,1,1,1,1,1,5,4,5,5,3,4.0,0,96.6,9,16,13,1,1.0,8,1,12.5,7,0,0.6666666666666666,8
17,0,1,1,1,4.0,2.0,1,3,0,1,1,2,1,0,1,0,1,0,1,1,0,2,1,3,4,2,2.0,1,96.7,8,9,9,0,3.0,6,1,8.5,1,0,0.5,8
21,1,1,1,1,2.0,,2,4,2,0,2,2,0,1,0,1,1,1,1,1,1,1,2,2,2,1,1.0,7,75.2,16,17,15,1,,3,1,16.5,1,1,0.6666666666666666,4
15,1,1,1,0,4.0,4.0,2,3,3,0,2,3,0,0,1,1,0,0,1,1,1,5,2,1,3,5,2.0,2,88.4,9,13,13,1,4.0,8,1,11.0,4,0,1.5,8
16,1,1,1,1,2.0,,3,2,3,0,4,3,0,0,1,0,1,1,1,1,0,5,3,3,4,4,,0,100.0,14,15,18,1,,8,1,14.5,1,0,0.75,8
19,1,1,1,1,2.0,,0,2,3,1,3,2,0,0,1,0,0,1,1,1,0,3,4,3,1,2,3.0,0,100.0,14,16,17,1,,3,1,15.0,2,0,0.5,3
16,0,0,1,1,4.0,3.0,2,2,3,1,1,1,0,0,1,1,1,1,1,1,1,2,4,4,2,3,3.0,4,98.2,11,16,17,1,3.5,5,1,13.5,5,1,0.2,5
16,0,0,0,1,2.0,4.0,4,2,1,1,1,2,0,1,1,0,0,0,1,1,0,2,1,3,4,2,4.0,0,94.1,13,15,16,1,3.0,6,2,14.0,2,0,0.5,6
16,1,0,1,1,3.0,3.0,1,2,3,0,2,1,0,0,1,0,1,0,1,1,0,2,3,3,3,5,5.0,14,71.8,11,12,12,1,3.0,8,1,11.5,1,2,0.25,10
20,0,0,0,1,3.0,3.0,0,3,3,0,2,2,0,0,0,1,1,1,0,0,0,5,3,5,5,1,3.0,6,91.5,10,12,11,1,3.0,6,0,11.0,2,1,0.3333333333333333,7
16,1,1,0,0,3.0,1.0,2,2,0,0,1,2,0,0,0,0,1,1,1,1,0,4,4,3,3,4,3.0,0,100.0,13,14,15,1,2.0,7,0,13.5,1,0,0.5,7
17,1,0,0,0,3.0,2.0,4,2,3,1,2,3,0,0,1,0,1,0,1,1,0,5,2,2,3,4,5.0,6,89.4,16,19,20,1,2.5,7,1,17.5,3,1,1.0,8
15,0,1,0,0,4.0,0.0,2,0,0,2,2,4,1,0,1,1,0,0,1,1,0,5,4,1,4,3,5.0,3,79.7,15,17,16,1,2.0,7,1,16.0,2,1,2.0,9
21,0,0,0,0,1.0,3.0,3,4,2,2,1,3,0,0,1,0,1,1,1,1,0,1,4,5,5,1,3.0,1,100.0,10,9,11,1,2.0,6,1,9.5,-1,0,0.5,6
18,0,0,1,1,3.0,2.0,3,2,2,1,3,4,0,0,1,1,1,0,1,0,0,2,5,5,5,2,5.0,0,90.7,16,20,20,1,2.5,7,1,18.0,4,0,0.6666666666666666,7
16,0,0,1,0,4.0,4.0,3,3,0,0,1,3,0,1,0,0,0,1,1,1,0,2,1,5,3,2,1.0,0,89.1,14,15,18,1,4.0,5,1,14.5,1,0,0.5,5
19,0,0,0,1,1.0,2.0,1,3,1,0,2,3,0,0,1,1,0,1,0,1,0,3,1,5,4,3,5.0,2,96.4,6,11,11,1,1.5,7,1,8.5,5,0,0.5,7
16,0,1,1,1,2.0,4.0,2,2,2,0,2,2,1,0,1,0,0,1,1,1,1,2,5,4,5,1,2.0,1,100.0,8,9,10,1,3.0,6,1,8.5,1,0,0.4,8
19,0,1,1,1,4.0,2.0,2,2,0,2,1,2,0,0,1,0,1,0,1,1,0,5,3,5,5,3,2.0,2,86.4,12,14,12,1,3.0,8,1,13.0,2,0,0.3333333333333333,8
17,1,1,1,1,3.0,2.0,3,3,3,1,2,3,1,0,1,1,1,1,1,1,1,1,1,4,1,5,3.0,1,86.6,9,11,10,1,2.5,6,1,10.0,2,0,0.6,8
19,1,1,1,1,3.0,2.0,2,2,1,0,2,4,0,0,0,1,1,0,1,1,0,3,3,4,3,5,3.0,0,97.9,15,17,19,1,2.5,8,0,16.0,2,0,0.8,8
18,1,1,1,0,2.0,2.0,2,3,1,0,4,2,2,0,0,0,1,0,1,1,0,5,2,3,2,2,,5,90.1,7,6,4,0,2.0,4,0,6.5,-1,1,0.5,9
15,1,1,0,1,3.0,2.0,3,3,1,0,1,1,3,0,1,1,0,1,1,1,1,5,3,1,3,5,5.0,7,82.4,5,5,4,0,2.5,8,1,5.0,0,1,0.5,15
19,1,0,1,1,2.0,4.0,0,3,1,0,2,3,0,1,0,0,1,1,0,1,0,3,1,3,4,3,2.0,3,90.8,11,13,12,1,3.0,7,1,12.0,2,1,0.75,7
